Region,Latitude,Longitude,Radius
Algeria_Adrar,28.0754891,-3.0514474,10
Algeria_Adrar,28.0754891,-2.8472375,10
Algeria_Adrar,28.0754891,-2.6430276,10
Algeria_Adrar,28.0754891,-2.4388177,10
Algeria_Adrar,28.0754891,-2.2346078,10
Algeria_Adrar,28.0754891,-2.0303979,10
Algeria_Adrar,28.0754891,-1.826188,10
Algeria_Adrar,28.0754891,-1.6219781,10
Algeria_Adrar,28.0754891,-1.4177682,10
Algeria_Adrar,28.0754891,-1.2135582,10
Algeria_Adrar,28.0754891,-1.0093483,10
Algeria_Adrar,28.0754891,-0.8051384,10
Algeria_Adrar,28.0754891,-0.6009285,10
Algeria_Adrar,28.0754891,-0.3967186,10
Algeria_Adrar,28.0754891,-0.1925087,10
Algeria_Adrar,28.0754891,0.0117012,10
Algeria_Adrar,28.0754891,0.2159111,10
Algeria_Adrar,28.0754891,0.420121,10
Algeria_Adrar,28.0754891,0.624331,10
Algeria_Adrar,28.0754891,0.8285409,10
Algeria_Adrar,28.0754891,1.0327508,10
Algeria_Adrar,28.0754891,1.2369607,10
Algeria_Adrar,28.0754891,1.4411706,10
Algeria_Adrar,28.0754891,1.6453805,10
Algeria_Adrar,28.0754891,1.8495904,10
Algeria_Adrar,28.0754891,2.0538003,10
Algeria_Tamanghasset,28.0754891,2.2580102,10
Algeria_Tamanghasset,28.0754891,2.4622202,10
Algeria_Tamanghasset,28.0754891,2.6664301,10
Algeria_Tamanghasset,28.0754891,2.87064,10
Algeria_Tamanghasset,28.0754891,3.0748499,10
Algeria_Tamanghasset,28.0754891,3.2790598,10
Algeria_Tamanghasset,28.0754891,3.4832697,10
Algeria_Tamanghasset,28.0754891,3.6874796,10
Algeria_Tamanghasset,28.0754891,3.8916895,10
Algeria_Tamanghasset,28.0754891,4.0958995,10
Algeria_Tamanghasset,28.0754891,4.3001094,10
Algeria_Tamanghasset,28.0754891,4.5043193,10
Algeria_Tamanghasset,28.0754891,4.7085292,10
Algeria_Tamanghasset,28.0754891,4.9127391,10
Algeria_Tamanghasset,28.0754891,5.116949,10
Algeria_Tamanghasset,28.0754891,5.3211589,10
Algeria_Tamanghasset,28.0754891,5.5253688,10
Algeria_Tamanghasset,28.0754891,5.7295787,10
Algeria_Tamanghasset,28.0754891,5.9337887,10
Algeria_Tamanghasset,28.0754891,6.1379986,10
Algeria_Tamanghasset,28.0754891,6.3422085,10
Algeria_Illizi,28.0754891,6.5464184,10
Algeria_Illizi,28.0754891,6.7506283,10
Algeria_Illizi,28.0754891,6.9548382,10
Algeria_Illizi,28.0754891,7.1590481,10
Algeria_Illizi,28.0754891,7.363258,10
Algeria_Illizi,28.0754891,7.5674679,10
Algeria_Illizi,28.0754891,7.7716779,10
Algeria_Illizi,28.0754891,7.9758878,10
Algeria_Illizi,28.0754891,8.1800977,10
Algeria_Illizi,28.0754891,8.3843076,10
Algeria_Illizi,28.0754891,8.5885175,10
Algeria_Illizi,28.0754891,8.7927274,10
Algeria_Illizi,28.0754891,8.9969373,10
Algeria_Illizi,28.0754891,9.2011472,10
Algeria_Illizi,28.0754891,9.4053571,10
Algeria_Illizi,28.0754891,9.6095671,10
Algeria_Illizi,28.0484621,9.783148,7
Algeria_Tindouf,28.2556693,-8.564943,10
Algeria_Tindouf,28.2556693,-8.3603889,10
Algeria_Tindouf,28.2556693,-8.1558349,10
Algeria_Tindouf,28.2556693,-7.9512809,10
Algeria_Tindouf,28.2556693,-7.7467268,10
Algeria_Tindouf,28.2556693,-7.5421728,10
Algeria_Tindouf,28.2556693,-7.3376187,10
Algeria_Tindouf,28.2556693,-7.1330647,10
Algeria_Tindouf,28.2556693,-6.9285106,10
Algeria_Tindouf,28.2556693,-6.7239566,10
Algeria_Tindouf,28.2556693,-6.5194026,10
Algeria_Tindouf,28.2556693,-6.3148485,10
Algeria_Tindouf,28.2556693,-6.1102945,10
Algeria_Tindouf,28.2556693,-5.9057404,10
Algeria_Tindouf,28.2556693,-5.7011864,10
Algeria_Tindouf,28.2556693,-5.4966323,10
Algeria_Béchar,28.2556693,-5.2920783,10
Algeria_Béchar,28.2556693,-5.0875243,10
Algeria_Tindouf,28.2556693,-4.8829702,10
Algeria_Tindouf,28.2556693,-4.6784162,10
Algeria_Tindouf,28.2556693,-4.4738621,10
Algeria_Tindouf,28.2556693,-4.2693081,10
Algeria_Tindouf,28.2556693,-4.0647541,10
Algeria_Tindouf,28.2556693,-3.8602,10
Algeria_Tindouf,28.2556693,-3.655646,10
Algeria_Adrar,28.2556693,-3.4510919,10
Algeria_Adrar,28.2556693,-3.2465379,10
Algeria_Adrar,28.2556693,-3.0419838,10
Algeria_Adrar,28.2556693,-2.8374298,10
Algeria_Adrar,28.2556693,-2.6328758,10
Algeria_Adrar,28.2556693,-2.4283217,10
Algeria_Adrar,28.2556693,-2.2237677,10
Algeria_Adrar,28.2556693,-2.0192136,10
Algeria_Adrar,28.2556693,-1.8146596,10
Algeria_Adrar,28.2556693,-1.6101055,10
Algeria_Adrar,28.2556693,-1.4055515,10
Algeria_Adrar,28.2556693,-1.2009975,10
Algeria_Adrar,28.2556693,-0.9964434,10
Algeria_Adrar,28.2556693,-0.7918894,10
Algeria_Adrar,28.2556693,-0.5873353,10
Algeria_Adrar,28.2556693,-0.3827813,10
Algeria_Adrar,28.2556693,-0.1782273,10
Algeria_Adrar,28.2556693,0.0263268,10
Algeria_Adrar,28.2556693,0.2308808,10
Algeria_Adrar,28.2556693,0.4354349,10
Algeria_Adrar,28.2556693,0.6399889,10
Algeria_Adrar,28.2556693,0.844543,10
Algeria_Adrar,28.2556693,1.049097,10
Algeria_Adrar,28.2556693,1.253651,10
Algeria_Adrar,28.2556693,1.4582051,10
Algeria_Adrar,28.2556693,1.6627591,10
Algeria_Adrar,28.2556693,1.8673132,10
Algeria_Adrar,28.2556693,2.0718672,10
Algeria_Tamanghasset,28.2556693,2.2764213,10
Algeria_Tamanghasset,28.2556693,2.4809753,10
Algeria_Tamanghasset,28.2556693,2.6855293,10
Algeria_Tamanghasset,28.2556693,2.8900834,10
Algeria_Tamanghasset,28.2556693,3.0946374,10
Algeria_Tamanghasset,28.2556693,3.2991915,10
Algeria_Tamanghasset,28.2556693,3.5037455,10
Algeria_Tamanghasset,28.2556693,3.7082995,10
Algeria_Tamanghasset,28.2556693,3.9128536,10
Algeria_Tamanghasset,28.2556693,4.1174076,10
Algeria_Tamanghasset,28.2556693,4.3219617,10
Algeria_Tamanghasset,28.2556693,4.5265157,10
Algeria_Tamanghasset,28.2556693,4.7310698,10
Algeria_Tamanghasset,28.2556693,4.9356238,10
Algeria_Tamanghasset,28.2556693,5.1401778,10
Algeria_Tamanghasset,28.2556693,5.3447319,10
Algeria_Tamanghasset,28.2556693,5.5492859,10
Algeria_Tamanghasset,28.2556693,5.75384,10
Algeria_Tamanghasset,28.2556693,5.958394,10
Algeria_Tamanghasset,28.2556693,6.162948,10
Algeria_Illizi,28.2556693,6.3675021,10
Algeria_Illizi,28.2556693,6.5720561,10
Algeria_Illizi,28.2556693,6.7766102,10
Algeria_Illizi,28.2556693,6.9811642,10
Algeria_Illizi,28.2556693,7.1857183,10
Algeria_Illizi,28.2556693,7.3902723,10
Algeria_Illizi,28.2556693,7.5948263,10
Algeria_Illizi,28.2556693,7.7993804,10
Algeria_Illizi,28.2556693,8.0039344,10
Algeria_Illizi,28.2556693,8.2084885,10
Algeria_Illizi,28.2556693,8.4130425,10
Algeria_Illizi,28.2556693,8.6175966,10
Algeria_Illizi,28.2556693,8.8221506,10
Algeria_Illizi,28.2556693,9.0267046,10
Algeria_Illizi,28.2556693,9.2312587,10
Algeria_Illizi,28.2556693,9.4358127,10
Algeria_Illizi,28.2556693,9.6403668,10
Algeria_Tindouf,28.4358495,-8.359868,10
Algeria_Tindouf,28.4358495,-8.1549666,10
Algeria_Tindouf,28.4358495,-7.9500652,10
Algeria_Tindouf,28.4358495,-7.7451639,10
Algeria_Tindouf,28.4358495,-7.5402625,10
Algeria_Tindouf,28.4358495,-7.3353611,10
Algeria_Tindouf,28.4358495,-7.1304598,10
Algeria_Tindouf,28.4358495,-6.9255584,10
Algeria_Tindouf,28.4358495,-6.720657,10
Algeria_Tindouf,28.4358495,-6.5157557,10
Algeria_Tindouf,28.4358495,-6.3108543,10
Algeria_Tindouf,28.4358495,-6.1059529,10
Algeria_Tindouf,28.4358495,-5.9010516,10
Algeria_Tindouf,28.4358495,-5.6961502,10
Algeria_Tindouf,28.4358495,-5.4912489,10
Algeria_Béchar,28.4358495,-5.2863475,10
Algeria_Béchar,28.4358495,-5.0814461,10
Algeria_Béchar,28.4358495,-4.8765448,10
Algeria_Béchar,28.4358495,-4.6716434,10
Algeria_Béchar,28.4358495,-4.466742,10
Algeria_Tindouf,28.4358495,-4.2618407,10
Algeria_Tindouf,28.4358495,-4.0569393,10
Algeria_Tindouf,28.4358495,-3.8520379,10
Algeria_Adrar,28.4358495,-3.6471366,10
Algeria_Adrar,28.4358495,-3.4422352,10
Algeria_Béchar,28.4358495,-3.2373338,10
Algeria_Béchar,28.4358495,-3.0324325,10
Algeria_Béchar,28.4358495,-2.8275311,10
Algeria_Béchar,28.4358495,-2.6226297,10
Algeria_Adrar,28.4358495,-2.4177284,10
Algeria_Adrar,28.4358495,-2.212827,10
Algeria_Adrar,28.4358495,-2.0079257,10
Algeria_Adrar,28.4358495,-1.8030243,10
Algeria_Adrar,28.4358495,-1.5981229,10
Algeria_Adrar,28.4358495,-1.3932216,10
Algeria_Adrar,28.4358495,-1.1883202,10
Algeria_Adrar,28.4358495,-0.9834188,10
Algeria_Adrar,28.4358495,-0.7785175,10
Algeria_Adrar,28.4358495,-0.5736161,10
Algeria_Adrar,28.4358495,-0.3687147,10
Algeria_Adrar,28.4358495,-0.1638134,10
Algeria_Adrar,28.4358495,0.041088,10
Algeria_Adrar,28.4358495,0.2459894,10
Algeria_Adrar,28.4358495,0.4508907,10
Algeria_Adrar,28.4358495,0.6557921,10
Algeria_Adrar,28.4358495,0.8606934,10
Algeria_Adrar,28.4358495,1.0655948,10
Algeria_Adrar,28.4358495,1.2704962,10
Algeria_Adrar,28.4358495,1.4753975,10
Algeria_Adrar,28.4358495,1.6802989,10
Algeria_Adrar,28.4358495,1.8852003,10
Algeria_Adrar,28.4358495,2.0901016,10
Algeria_Tamanghasset,28.4358495,2.295003,10
Algeria_Tamanghasset,28.4358495,2.4999044,10
Algeria_Tamanghasset,28.4358495,2.7048057,10
Algeria_Tamanghasset,28.4358495,2.9097071,10
Algeria_Tamanghasset,28.4358495,3.1146085,10
Algeria_Tamanghasset,28.4358495,3.3195098,10
Algeria_Tamanghasset,28.4358495,3.5244112,10
Algeria_Tamanghasset,28.4358495,3.7293126,10
Algeria_Tamanghasset,28.4358495,3.9342139,10
Algeria_Tamanghasset,28.4358495,4.1391153,10
Algeria_Tamanghasset,28.4358495,4.3440166,10
Algeria_Tamanghasset,28.4358495,4.548918,10
Algeria_Tamanghasset,28.4358495,4.7538194,10
Algeria_Tamanghasset,28.4358495,4.9587207,10
Algeria_Tamanghasset,28.4358495,5.1636221,10
Algeria_Tamanghasset,28.4358495,5.3685235,10
Algeria_Tamanghasset,28.4358495,5.5734248,10
Algeria_Tamanghasset,28.4358495,5.7783262,10
Algeria_Tamanghasset,28.4358495,5.9832276,10
Algeria_Illizi,28.4358495,6.1881289,10
Algeria_Illizi,28.4358495,6.3930303,10
Algeria_Illizi,28.4358495,6.5979317,10
Algeria_Illizi,28.4358495,6.802833,10
Algeria_Illizi,28.4358495,7.0077344,10
Algeria_Illizi,28.4358495,7.2126357,10
Algeria_Illizi,28.4358495,7.4175371,10
Algeria_Illizi,28.4358495,7.6224385,10
Algeria_Illizi,28.4358495,7.8273398,10
Algeria_Illizi,28.4358495,8.0322412,10
Algeria_Illizi,28.4358495,8.2371426,10
Algeria_Illizi,28.4358495,8.4420439,10
Algeria_Illizi,28.4358495,8.6469453,10
Algeria_Illizi,28.4358495,8.8518467,10
Algeria_Illizi,28.4358495,9.056748,10
Algeria_Illizi,28.4358495,9.2616494,10
Algeria_Illizi,28.4358495,9.4665508,10
Algeria_Illizi,28.4358495,9.6714521,10
Algeria_Tindouf,28.6160296,-8.564594,10
Algeria_Tindouf,28.6160296,-8.3593421,10
Algeria_Tindouf,28.6160296,-8.1540902,10
Algeria_Tindouf,28.6160296,-7.9488383,10
Algeria_Tindouf,28.6160296,-7.7435864,10
Algeria_Tindouf,28.6160296,-7.5383345,10
Algeria_Tindouf,28.6160296,-7.3330826,10
Algeria_Tindouf,28.6160296,-7.1278307,10
Algeria_Tindouf,28.6160296,-6.9225788,10
Algeria_Tindouf,28.6160296,-6.7173269,10
Algeria_Tindouf,28.6160296,-6.512075,10
Algeria_Tindouf,28.6160296,-6.3068231,10
Algeria_Tindouf,28.6160296,-6.1015712,10
Algeria_Tindouf,28.6160296,-5.8963193,10
Algeria_Tindouf,28.6160296,-5.6910674,10
Algeria_Tindouf,28.6160296,-5.4858155,10
Algeria_Béchar,28.6160296,-5.2805636,10
Algeria_Béchar,28.6160296,-5.0753117,10
Algeria_Béchar,28.6160296,-4.8700598,10
Algeria_Béchar,28.6160296,-4.6648079,10
Algeria_Béchar,28.6160296,-4.459556,10
Algeria_Béchar,28.6160296,-4.2543041,10
Algeria_Béchar,28.6160296,-4.0490522,10
Algeria_Béchar,28.6160296,-3.8438003,10
Algeria_Béchar,28.6160296,-3.6385484,10
Algeria_Béchar,28.6160296,-3.4332965,10
Algeria_Béchar,28.6160296,-3.2280446,10
Algeria_Béchar,28.6160296,-3.0227927,10
Algeria_Béchar,28.6160296,-2.8175408,10
Algeria_Béchar,28.6160296,-2.6122889,10
Algeria_Béchar,28.6160296,-2.407037,10
Algeria_Béchar,28.6160296,-2.2017851,10
Algeria_Adrar,28.6160296,-1.9965332,10
Algeria_Adrar,28.6160296,-1.7912813,10
Algeria_Adrar,28.6160296,-1.5860294,10
Algeria_Adrar,28.6160296,-1.3807775,10
Algeria_Adrar,28.6160296,-1.1755256,10
Algeria_Adrar,28.6160296,-0.9702737,10
Algeria_Adrar,28.6160296,-0.7650218,10
Algeria_Adrar,28.6160296,-0.5597699,10
Algeria_Adrar,28.6160296,-0.354518,10
Algeria_Adrar,28.6160296,-0.1492661,10
Algeria_Adrar,28.6160296,0.0559858,10
Algeria_Adrar,28.6160296,0.2612377,10
Algeria_Adrar,28.6160296,0.4664896,10
Algeria_Adrar,28.6160296,0.6717415,10
Algeria_Adrar,28.6160296,0.8769934,10
Algeria_Adrar,28.6160296,1.0822453,10
Algeria_Adrar,28.6160296,1.2874972,10
Algeria_Adrar,28.6160296,1.4927491,10
Algeria_Adrar,28.6160296,1.698001,10
Algeria_Adrar,28.6160296,1.9032529,10
Algeria_Adrar,28.6160296,2.1085048,10
Algeria_Tamanghasset,28.6160296,2.3137567,10
Algeria_Tamanghasset,28.6160296,2.5190086,10
Algeria_Tamanghasset,28.6160296,2.7242605,10
Algeria_Tamanghasset,28.6160296,2.9295124,10
Algeria_Tamanghasset,28.6160296,3.1347643,10
Algeria_Tamanghasset,28.6160296,3.3400162,10
Algeria_Tamanghasset,28.6160296,3.5452681,10
Algeria_Ouargla,28.6160296,3.75052,10
Algeria_Ouargla,28.6160296,3.955772,10
Algeria_Ouargla,28.6160296,4.1610239,10
Algeria_Ouargla,28.6160296,4.3662758,10
Algeria_Ouargla,28.6160296,4.5715277,10
Algeria_Ouargla,28.6160296,4.7767796,10
Algeria_Ouargla,28.6160296,4.9820315,10
Algeria_Ouargla,28.6160296,5.1872834,10
Algeria_Ouargla,28.6160296,5.3925353,10
Algeria_Ouargla,28.6160296,5.5977872,10
Algeria_Ouargla,28.6160296,5.8030391,10
Algeria_Ouargla,28.6160296,6.008291,10
Algeria_Illizi,28.6160296,6.2135429,10
Algeria_Illizi,28.6160296,6.4187948,10
Algeria_Illizi,28.6160296,6.6240467,10
Algeria_Illizi,28.6160296,6.8292986,10
Algeria_Illizi,28.6160296,7.0345505,10
Algeria_Illizi,28.6160296,7.2398024,10
Algeria_Illizi,28.6160296,7.4450543,10
Algeria_Illizi,28.6160296,7.6503062,10
Algeria_Illizi,28.6160296,7.8555581,10
Algeria_Illizi,28.6160296,8.06081,10
Algeria_Illizi,28.6160296,8.2660619,10
Algeria_Illizi,28.6160296,8.4713138,10
Algeria_Illizi,28.6160296,8.6765657,10
Algeria_Illizi,28.6160296,8.8818176,10
Algeria_Illizi,28.6160296,9.0870695,10
Algeria_Illizi,28.6160296,9.2923214,10
Algeria_Illizi,28.6160296,9.4975733,10
Algeria_Illizi,28.6160296,9.7028252,10
Algeria_Tindouf,28.7421558,-8.5027488,4
Algeria_Tindouf,28.7872008,-8.3485312,9
Algeria_Tindouf,28.7962098,-8.1532058,10
Algeria_Tindouf,28.7962098,-7.9476001,10
Algeria_Tindouf,28.7962098,-7.7419945,10
Algeria_Tindouf,28.7962098,-7.5363888,10
Algeria_Tindouf,28.7962098,-7.3307831,10
Algeria_Tindouf,28.7962098,-7.1251774,10
Algeria_Tindouf,28.7962098,-6.9195717,10
Algeria_Tindouf,28.7962098,-6.7139661,10
Algeria_Tindouf,28.7962098,-6.5083604,10
Algeria_Tindouf,28.7962098,-6.3027547,10
Algeria_Tindouf,28.7962098,-6.097149,10
Algeria_Tindouf,28.7962098,-5.8915434,10
Algeria_Tindouf,28.7962098,-5.6859377,10
Algeria_Béchar,28.7962098,-5.480332,10
Algeria_Béchar,28.7962098,-5.2747263,10
Algeria_Béchar,28.7962098,-5.0691207,10
Algeria_Béchar,28.7962098,-4.863515,10
Algeria_Béchar,28.7962098,-4.6579093,10
Algeria_Béchar,28.7962098,-4.4523036,10
Algeria_Béchar,28.7962098,-4.2466979,10
Algeria_Béchar,28.7962098,-4.0410923,10
Algeria_Béchar,28.7962098,-3.8354866,10
Algeria_Béchar,28.7962098,-3.6298809,10
Algeria_Béchar,28.7962098,-3.4242752,10
Algeria_Béchar,28.7962098,-3.2186696,10
Algeria_Béchar,28.7962098,-3.0130639,10
Algeria_Béchar,28.7962098,-2.8074582,10
Algeria_Béchar,28.7962098,-2.6018525,10
Algeria_Béchar,28.7962098,-2.3962469,10
Algeria_Béchar,28.7962098,-2.1906412,10
Algeria_Béchar,28.7962098,-1.9850355,10
Algeria_Béchar,28.7962098,-1.7794298,10
Algeria_Adrar,28.7962098,-1.5738241,10
Algeria_Adrar,28.7962098,-1.3682185,10
Algeria_Adrar,28.7962098,-1.1626128,10
Algeria_Adrar,28.7962098,-0.9570071,10
Algeria_Adrar,28.7962098,-0.7514014,10
Algeria_Adrar,28.7962098,-0.5457958,10
Algeria_Adrar,28.7962098,-0.3401901,10
Algeria_Adrar,28.7962098,-0.1345844,10
Algeria_Adrar,28.7962098,0.0710213,10
Algeria_Adrar,28.7962098,0.276627,10
Algeria_Adrar,28.7962098,0.4822326,10
Algeria_Adrar,28.7962098,0.6878383,10
Algeria_Adrar,28.7962098,0.893444,10
Algeria_Adrar,28.7962098,1.0990497,10
Algeria_Adrar,28.7962098,1.3046553,10
Algeria_Adrar,28.7962098,1.510261,10
Algeria_Adrar,28.7962098,1.7158667,10
Algeria_Adrar,28.7962098,1.9214724,10
Algeria_Tamanghasset,28.7962098,2.127078,10
Algeria_Tamanghasset,28.7962098,2.3326837,10
Algeria_Tamanghasset,28.7962098,2.5382894,10
Algeria_Tamanghasset,28.7962098,2.7438951,10
Algeria_Tamanghasset,28.7962098,2.9495008,10
Algeria_Tamanghasset,28.7962098,3.1551064,10
Algeria_Tamanghasset,28.7962098,3.3607121,10
Algeria_Ouargla,28.7962098,3.5663178,10
Algeria_Ouargla,28.7962098,3.7719235,10
Algeria_Ouargla,28.7962098,3.9775291,10
Algeria_Ouargla,28.7962098,4.1831348,10
Algeria_Ouargla,28.7962098,4.3887405,10
Algeria_Ouargla,28.7962098,4.5943462,10
Algeria_Ouargla,28.7962098,4.7999518,10
Algeria_Ouargla,28.7962098,5.0055575,10
Algeria_Ouargla,28.7962098,5.2111632,10
Algeria_Ouargla,28.7962098,5.4167689,10
Algeria_Ouargla,28.7962098,5.6223746,10
Algeria_Ouargla,28.7962098,5.8279802,10
Algeria_Ouargla,28.7962098,6.0335859,10
Algeria_Ouargla,28.7962098,6.2391916,10
Algeria_Ouargla,28.7962098,6.4447973,10
Algeria_Illizi,28.7962098,6.6504029,10
Algeria_Illizi,28.7962098,6.8560086,10
Algeria_Illizi,28.7962098,7.0616143,10
Algeria_Illizi,28.7962098,7.26722,10
Algeria_Illizi,28.7962098,7.4728256,10
Algeria_Illizi,28.7962098,7.6784313,10
Algeria_Illizi,28.7962098,7.884037,10
Algeria_Illizi,28.7962098,8.0896427,10
Algeria_Illizi,28.7962098,8.2952484,10
Algeria_Illizi,28.7962098,8.500854,10
Algeria_Illizi,28.7962098,8.7064597,10
Algeria_Illizi,28.7962098,8.9120654,10
Algeria_Illizi,28.7962098,9.1176711,10
Algeria_Illizi,28.7962098,9.3232767,10
Algeria_Illizi,28.7962098,9.5288824,10
Algeria_Illizi,28.7962098,9.7344881,10
Algeria_Tindouf,28.958372,-8.1317178,8
Algeria_Tindouf,28.97639,-7.9463505,10
Algeria_Tindouf,28.97639,-7.7403878,10
Algeria_Tindouf,28.97639,-7.5344251,10
Algeria_Tindouf,28.97639,-7.3284624,10
Algeria_Tindouf,28.97639,-7.1224996,10
Algeria_Tindouf,28.97639,-6.9165369,10
Algeria_Tindouf,28.97639,-6.7105742,10
Algeria_Tindouf,28.97639,-6.5046115,10
Algeria_Tindouf,28.97639,-6.2986488,10
Algeria_Tindouf,28.97639,-6.0926861,10
Algeria_Tindouf,28.97639,-5.8867234,10
Algeria_Tindouf,28.97639,-5.6807606,10
Algeria_Béchar,28.97639,-5.4747979,10
Algeria_Béchar,28.97639,-5.2688352,10
Algeria_Béchar,28.97639,-5.0628725,10
Algeria_Béchar,28.97639,-4.8569098,10
Algeria_Béchar,28.97639,-4.6509471,10
Algeria_Béchar,28.97639,-4.4449844,10
Algeria_Béchar,28.97639,-4.2390216,10
Algeria_Béchar,28.97639,-4.0330589,10
Algeria_Béchar,28.97639,-3.8270962,10
Algeria_Béchar,28.97639,-3.6211335,10
Algeria_Béchar,28.97639,-3.4151708,10
Algeria_Béchar,28.97639,-3.2092081,10
Algeria_Béchar,28.97639,-3.0032454,10
Algeria_Béchar,28.97639,-2.7972826,10
Algeria_Béchar,28.97639,-2.5913199,10
Algeria_Béchar,28.97639,-2.3853572,10
Algeria_Béchar,28.97639,-2.1793945,10
Algeria_Béchar,28.97639,-1.9734318,10
Algeria_Béchar,28.97639,-1.7674691,10
Algeria_Béchar,28.97639,-1.5615064,10
Algeria_Béchar,28.97639,-1.3555436,10
Algeria_Béchar,28.97639,-1.1495809,10
Algeria_Béchar,28.97639,-0.9436182,10
Algeria_Adrar,28.97639,-0.7376555,10
Algeria_Adrar,28.97639,-0.5316928,10
Algeria_Adrar,28.97639,-0.3257301,10
Algeria_Adrar,28.97639,-0.1197674,10
Algeria_Adrar,28.97639,0.0861954,10
Algeria_Adrar,28.97639,0.2921581,10
Algeria_Adrar,28.97639,0.4981208,10
Algeria_Adrar,28.97639,0.7040835,10
Algeria_Adrar,28.97639,0.9100462,10
Algeria_Adrar,28.97639,1.1160089,10
Algeria_Adrar,28.97639,1.3219716,10
Algeria_Adrar,28.97639,1.5279344,10
Algeria_Adrar,28.97639,1.7338971,10
Algeria_Adrar,28.97639,1.9398598,10
Algeria_Tamanghasset,28.97639,2.1458225,10
Algeria_Tamanghasset,28.97639,2.3517852,10
Algeria_Tamanghasset,28.97639,2.5577479,10
Algeria_Tamanghasset,28.97639,2.7637106,10
Algeria_Tamanghasset,28.97639,2.9696734,10
Algeria_Tamanghasset,28.97639,3.1756361,10
Algeria_Ouargla,28.97639,3.3815988,10
Algeria_Ouargla,28.97639,3.5875615,10
Algeria_Ouargla,28.97639,3.7935242,10
Algeria_Ouargla,28.97639,3.9994869,10
Algeria_Ouargla,28.97639,4.2054496,10
Algeria_Ouargla,28.97639,4.4114124,10
Algeria_Ouargla,28.97639,4.6173751,10
Algeria_Ouargla,28.97639,4.8233378,10
Algeria_Ouargla,28.97639,5.0293005,10
Algeria_Ouargla,28.97639,5.2352632,10
Algeria_Ouargla,28.97639,5.4412259,10
Algeria_Ouargla,28.97639,5.6471887,10
Algeria_Ouargla,28.97639,5.8531514,10
Algeria_Ouargla,28.97639,6.0591141,10
Algeria_Ouargla,28.97639,6.2650768,10
Algeria_Ouargla,28.97639,6.4710395,10
Algeria_Ouargla,28.97639,6.6770022,10
Algeria_Ouargla,28.97639,6.8829649,10
Algeria_Ouargla,28.97639,7.0889277,10
Algeria_Ouargla,28.97639,7.2948904,10
Algeria_Illizi,28.97639,7.5008531,10
Algeria_Illizi,28.97639,7.7068158,10
Algeria_Illizi,28.97639,7.9127785,10
Algeria_Illizi,28.97639,8.1187412,10
Algeria_Illizi,28.97639,8.3247039,10
Algeria_Illizi,28.97639,8.5306667,10
Algeria_Illizi,28.97639,8.7366294,10
Algeria_Illizi,28.97639,8.9425921,10
Algeria_Illizi,28.97639,9.1485548,10
Algeria_Illizi,28.97639,9.3545175,10
Algeria_Illizi,28.97639,9.5604802,10
Algeria_Illizi,28.97639,9.7561448,9
Algeria_Tindouf,29.1115251,-7.8935177,5
Algeria_Tindouf,29.1565702,-7.7387663,10
Algeria_Tindouf,29.1565702,-7.5324433,10
Algeria_Tindouf,29.1565702,-7.3261203,10
Algeria_Tindouf,29.1565702,-7.1197972,10
Algeria_Tindouf,29.1565702,-6.9134742,10
Algeria_Tindouf,29.1565702,-6.7071511,10
Algeria_Tindouf,29.1565702,-6.5008281,10
Algeria_Tindouf,29.1565702,-6.2945051,10
Algeria_Tindouf,29.1565702,-6.088182,10
Algeria_Tindouf,29.1565702,-5.881859,10
Algeria_Béchar,29.1565702,-5.675536,10
Algeria_Béchar,29.1565702,-5.4692129,10
Algeria_Béchar,29.1565702,-5.2628899,10
Algeria_Béchar,29.1565702,-5.0565668,10
Algeria_Béchar,29.1565702,-4.8502438,10
Algeria_Béchar,29.1565702,-4.6439208,10
Algeria_Béchar,29.1565702,-4.4375977,10
Algeria_Béchar,29.1565702,-4.2312747,10
Algeria_Béchar,29.1565702,-4.0249516,10
Algeria_Béchar,29.1565702,-3.8186286,10
Algeria_Béchar,29.1565702,-3.6123056,10
Algeria_Béchar,29.1565702,-3.4059825,10
Algeria_Béchar,29.1565702,-3.1996595,10
Algeria_Béchar,29.1565702,-2.9933365,10
Algeria_Béchar,29.1565702,-2.7870134,10
Algeria_Béchar,29.1565702,-2.5806904,10
Algeria_Béchar,29.1565702,-2.3743673,10
Algeria_Béchar,29.1565702,-2.1680443,10
Algeria_Béchar,29.1565702,-1.9617213,10
Algeria_Béchar,29.1565702,-1.7553982,10
Algeria_Béchar,29.1565702,-1.5490752,10
Algeria_Béchar,29.1565702,-1.3427522,10
Algeria_Béchar,29.1565702,-1.1364291,10
Algeria_Béchar,29.1565702,-0.9301061,10
Algeria_Béchar,29.1565702,-0.723783,10
Algeria_Adrar,29.1565702,-0.51746,10
Algeria_Adrar,29.1565702,-0.311137,10
Algeria_Adrar,29.1565702,-0.1048139,10
Algeria_Adrar,29.1565702,0.1015091,10
Algeria_Adrar,29.1565702,0.3078321,10
Algeria_Adrar,29.1565702,0.5141552,10
Algeria_Adrar,29.1565702,0.7204782,10
Algeria_Adrar,29.1565702,0.9268013,10
Algeria_Adrar,29.1565702,1.1331243,10
Algeria_Adrar,29.1565702,1.3394473,10
Algeria_Adrar,29.1565702,1.5457704,10
Algeria_Adrar,29.1565702,1.7520934,10
Algeria_Adrar,29.1565702,1.9584165,10
Algeria_Ghardaïa,29.1565702,2.1647395,10
